"Y1","Y2","Y3","Y4","Y5"
22,18,10,47,39
14,32,8,60,33
19,15,12,52,38
18,27,11,60,37
14,21,12,52,26
19,22,15,55,32
10,23,12,58,40
12,19,13,59,25
8,14,4,69,34
14,16,11,58,26
13,24,6,63,30
9,18,8,47,38
15,21,13,65,35
12,22,4,53,41
12,29,11,64,38
14,21,16,45,27
11,19,14,59,30
12,27,11,55,21
13,13,11,62,38
8,26,10,49,37
20,24,7,39,38
10,28,5,61,26
25,24,10,41,37
12,22,10,59,40
16,25,14,54,28
17,26,5,44,38
13,15,7,53,21
18,22,9,54,41
14,24,12,53,34
15,25,11,47,30
9,28,4,59,43
15,29,14,53,28
13,24,13,52,39
13,22,11,58,24
16,21,9,62,43
23,21,7,49,42
18,26,13,60,36
12,25,13,58,40
11,27,13,54,41
9,26,9,57,41
14,32,14,50,31
17,24,12,90,23
12,19,12,59,31
15,24,8,65,41
13,19,12,64,39
10,19,6,52,31
5,20,10,61,38
15,27,10,66,29
16,24,8,55,28
13,25,7,58,35
18,14,14,62,35
16,27,12,57,38
15,14,13,52,35
17,15,10,57,30
11,21,9,51,34
17,31,7,60,39
13,29,15,65,42
21,27,13,60,42
17,22,17,54,47
13,22,11,56,44
18,29,12,64,45
15,24,16,64,40
17,23,11,57,38
19,27,10,37,34
16,27,13,70,35
14,17,14,57,47
12,20,11,49,41
17,17,11,51,33
20,19,9,58,36
13,13,8,70,33
13,33,8,67,26
9,19,3,65,23
18,22,11,46,29
11,25,5,42,36
17,25,5,52,24
15,24,9,68,38
12,27,2,52,38
18,28,7,62,47
17,23,11,68,29
17,23,10,57,33
15,30,12,67,39
15,28,9,59,43
16,25,10,68,28
11,17,11,55,37
15,19,12,68,39
16,19,8,45,32
13,22,7,58,33
15,14,12,56,38
20,16,10,61,40
15,22,13,63,35
14,21,7,55,44
22,26,16,54,38
7,23,12,45,37
15,27,5,51,43
13,29,13,58,45
15,15,7,45,33
9,22,9,65,40
9,23,10,46,32
20,20,8,45,39
13,22,10,63,36
11,26,8,66,38
14,23,8,46,37
23,26,9,66,31
18,26,7,53,45
5,19,17,47,38
25,36,10,69,23
10,16,10,56,29
22,25,10,59,33
12,17,7,61,42
17,28,6,59,24
6,22,9,72,39
12,19,12,67,31
17,25,3,43,33
12,24,11,72,39
19,21,6,50,37
23,27,17,65,45
14,17,4,62,39
19,20,7,48,52
17,27,6,66,24
18,26,10,58,36
11,21,7,55,32
11,22,4,48,41
8,21,9,66,35
16,28,10,54,32
17,28,10,63,32
11,19,10,56,43
12,27,9,53,36
13,17,11,58,33
8,18,9,54,32
19,27,14,56,32
12,20,5,65,35
17,24,10,51,27
15,20,9,61,35
15,15,10,61,33
10,17,10,52,25
7,25,9,55,35
23,18,7,51,19
16,21,13,64,29
11,24,12,49,33
19,21,12,79,33
12,20,14,50,35
14,30,7,60,43
17,25,9,54,47
9,22,8,60,37
16,35,9,46,35
13,25,8,52,37
19,21,6,58,42
11,23,3,59,40
